ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,ride_length,WEEKDAY
E4EF4EF28E69B0F1,electric_bike,24/6/2023 16:10:07,24/6/2023 16:22:45,,,,,41.9500,-87.6800,41.9400,-87.7100,member,0:12:38,7
678764B0D303F1B3,electric_bike,23/6/2023 22:50:56,23/6/2023 23:15:52,,,,,41.8700,-87.6100,41.8700,-87.6300,member,0:24:56,6
8DD1732A2DB6D64A,electric_bike,3/6/2023 23:58:37,4/6/2023 0:07:01,,,,,41.9100,-87.6300,41.8900,-87.6300,member,0:08:24,7
E99AB3A41A8AA61E,electric_bike,3/6/2023 22:24:22,3/6/2023 22:33:01,,,,,41.9300,-87.6500,41.9100,-87.6300,member,0:08:39,7
A1857861DA98C6CF,electric_bike,3/6/2023 20:28:39,3/6/2023 20:28:52,,,,,41.9000,-87.7300,41.9000,-87.7300,member,0:00:13,7
CEEEA2D0B898C0FC,electric_bike,3/6/2023 20:29:43,3/6/2023 20:45:39,,,,,41.9000,-87.7300,41.9300,-87.7400,member,0:15:56,7
88973C121A3EF308,electric_bike,4/6/2023 17:55:22,4/6/2023 17:56:25,,,,,41.9500,-87.6500,41.9500,-87.6500,member,0:01:03,1
5CE5EA6181A983B9,electric_bike,4/6/2023 17:52:46,4/6/2023 17:54:48,,,,,41.9500,-87.6500,41.9500,-87.6500,member,0:02:02,1
0E093B3D4FE3A983,electric_bike,14/6/2023 12:34:26,14/6/2023 13:14:57,,,,,41.8800,-87.6300,41.8800,-87.6300,member,0:40:31,4
AC2829D4D64318D9,electric_bike,3/6/2023 17:16:16,3/6/2023 17:25:45,,,,,42.0600,-87.6800,42.0500,-87.6800,member,0:09:29,7
B4BBA986C666F932,electric_bike,19/6/2023 15:35:50,19/6/2023 15:43:17,,,,,41.9900,-87.6800,41.9900,-87.6600,member,0:07:27,2
CB98F800FFEA28B3,electric_bike,1/6/2023 19:01:02,1/6/2023 19:10:48,,,,,41.9400,-87.7200,41.9200,-87.7000,member,0:09:46,5
C8BA6AC904B3A31B,electric_bike,15/6/2023 20:34:53,15/6/2023 20:39:17,,,,,41.9500,-87.6500,41.9400,-87.6500,member,0:04:24,5
778C7EE84AB01969,electric_bike,15/6/2023 19:09:21,15/6/2023 19:25:08,,,,,41.9100,-87.6300,41.8800,-87.6500,member,0:15:47,5
5960CE69A6C6597E,electric_bike,21/6/2023 20:18:32,21/6/2023 20:26:13,,,,,41.9300,-87.6500,41.9300,-87.6300,member,0:07:41,4
FECD914A148DA978,electric_bike,20/6/2023 18:32:51,20/6/2023 18:43:35,,,,,41.7900,-87.6000,41.8000,-87.5900,member,0:10:44,3
0B285EE9CABCE7FC,electric_bike,20/6/2023 8:09:31,20/6/2023 8:16:43,,,,,41.8800,-87.6400,41.8900,-87.6300,member,0:07:12,3
C742539F8713F707,electric_bike,9/6/2023 18:09:44,9/6/2023 18:58:16,,,,,41.9000,-87.6800,41.9800,-87.6700,member,0:48:32,6
7B685D4030FA2D2D,electric_bike,17/6/2023 12:16:57,17/6/2023 12:17:23,,,,,41.9100,-87.6500,41.9100,-87.6500,member,0:00:26,7
4EECC54CC8220F86,electric_bike,16/6/2023 19:23:41,16/6/2023 19:32:56,,,,,41.8000,-87.5800,41.8000,-87.5900,member,0:09:15,6
02C584945CF0AC21,electric_bike,28/6/2023 16:44:12,28/6/2023 16:55:20,,,,,41.8900,-87.6500,41.9100,-87.6400,member,0:11:08,4
1D64FCAE271346A3,electric_bike,17/6/2023 19:00:52,17/6/2023 21:50:31,,,,,41.8800,-87.6300,41.8900,-87.6300,member,2:49:39,7
FF915545C15DD839,electric_bike,17/6/2023 11:51:58,17/6/2023 12:04:59,,,,,41.8400,-87.6200,41.8400,-87.6200,member,0:13:01,7
02B7646C29F061EC,electric_bike,22/6/2023 12:40:34,22/6/2023 13:01:53,,,,,41.9300,-87.7100,41.8900,-87.6600,member,0:21:19,5
65A546D4AD364098,electric_bike,22/6/2023 11:44:03,22/6/2023 11:52:08,,,,,41.9100,-87.7200,41.9300,-87.7100,member,0:08:05,5
9300C4081918E783,electric_bike,9/6/2023 17:49:14,9/6/2023 18:01:23,,,,,41.9500,-87.6500,41.9600,-87.6400,member,0:12:09,6
F65F817C803AF331,electric_bike,20/6/2023 6:46:35,20/6/2023 6:47:28,,,,,41.9800,-87.6600,41.9800,-87.6600,member,0:00:53,3
690B15280B1BB47B,electric_bike,20/6/2023 17:13:20,20/6/2023 17:13:39,,,,,41.9100,-87.6400,41.9100,-87.6400,member,0:00:19,3
9C2BF661239FB1EF,electric_bike,20/6/2023 17:14:20,20/6/2023 17:19:12,,,,,41.9100,-87.6400,41.9000,-87.6300,member,0:04:52,3
CC36A08422C04A6B,electric_bike,3/6/2023 15:51:24,3/6/2023 15:52:07,,,,,41.9200,-87.6400,41.9200,-87.6400,member,0:00:43,7
CD1C9FF95F7CD8D5,electric_bike,3/6/2023 17:40:25,3/6/2023 17:45:32,,,,,41.9500,-87.6800,41.9400,-87.6700,member,0:05:07,7
CCD2A5325B5274CB,electric_bike,2/6/2023 21:51:45,2/6/2023 22:01:57,,,,,41.9100,-87.6300,41.8900,-87.6400,member,0:10:12,6
28A41009AFBC345E,electric_bike,2/6/2023 21:49:30,2/6/2023 21:55:59,,,,,41.8700,-87.6100,41.8800,-87.6200,member,0:06:29,6
5FBD93F7B67E50A7,electric_bike,13/6/2023 16:53:05,13/6/2023 16:55:23,,,,,41.9300,-87.6500,41.9300,-87.6600,member,0:02:18,3
9E9C4792EDEBEB55,electric_bike,13/6/2023 15:51:22,13/6/2023 15:54:57,,,,,41.9300,-87.6600,41.9300,-87.6500,member,0:03:35,3
AB3A6CBCA4D650A4,electric_bike,9/6/2023 20:14:54,9/6/2023 20:21:16,,,,,41.9600,-87.6400,41.9600,-87.6500,member,0:06:22,6
69DCD78D6547CBA6,electric_bike,28/6/2023 19:00:25,28/6/2023 19:07:18,,,,,41.9100,-87.6500,41.9200,-87.6500,member,0:06:53,4
79EDB8D05370E503,electric_bike,17/6/2023 15:13:27,17/6/2023 15:22:48,,,California Ave & Division St,13256,41.9300,-87.7100,41.9030,-87.6975,member,0:09:21,7
B6F161BD6377AF9A,electric_bike,17/6/2023 16:10:17,17/6/2023 16:55:01,,,,,41.8400,-87.6100,41.7900,-87.5800,casual,0:44:44,7
BA7A89A1DA576CF0,electric_bike,16/6/2023 21:22:29,16/6/2023 21:27:07,,,,,41.9200,-87.6500,41.9200,-87.6500,member,0:04:38,6
88BDBFF0BC5E69C1,electric_bike,17/6/2023 11:40:50,17/6/2023 11:44:40,,,,,41.9200,-87.6500,41.9200,-87.6500,member,0:03:50,7
A987BDA0C47139DF,electric_bike,28/6/2023 17:17:31,28/6/2023 17:19:01,,,,,41.9600,-87.7100,41.9600,-87.7100,member,0:01:30,4
E624BB23020C26D5,electric_bike,28/6/2023 17:38:52,28/6/2023 17:44:17,,,,,41.9600,-87.7100,41.9600,-87.7300,member,0:05:25,4
D1D046D01D18AC69,electric_bike,28/6/2023 9:57:43,28/6/2023 10:06:35,,,,,41.8900,-87.6200,41.8800,-87.6300,member,0:08:52,4
41FDE647AF289A22,electric_bike,27/6/2023 21:09:39,27/6/2023 21:25:11,,,,,41.9000,-87.6200,41.9000,-87.6800,member,0:15:32,3
FDF531239C8A8EFF,electric_bike,12/6/2023 23:27:15,12/6/2023 23:33:15,,,,,41.9400,-87.6500,41.9400,-87.6600,member,0:06:00,2
5CB51B1B00B56B71,electric_bike,13/6/2023 10:42:43,13/6/2023 12:42:00,,,,,41.8800,-87.6400,41.8900,-87.6300,member,1:59:17,3
3FF948CB72A733DB,electric_bike,12/6/2023 21:03:19,12/6/2023 21:11:25,,,,,41.9900,-87.6600,42.0100,-87.6700,member,0:08:06,2
2B89FDC82263BAA6,electric_bike,12/6/2023 23:03:07,12/6/2023 23:11:49,,,,,42.0100,-87.6700,41.9900,-87.6700,member,0:08:42,2
1804DC6689E09F02,electric_bike,4/6/2023 16:35:04,4/6/2023 16:42:06,,,,,41.9400,-87.6400,41.9300,-87.6500,member,0:07:02,1
C3146D55D4598156,electric_bike,4/6/2023 17:14:05,4/6/2023 17:20:16,,,,,41.9300,-87.6500,41.9400,-87.6400,member,0:06:11,1
57727BFFB6A1B677,electric_bike,14/6/2023 16:57:56,14/6/2023 17:03:39,,,,,41.9700,-87.6700,41.9600,-87.6600,member,0:05:43,4
B9A4AA238E83D959,electric_bike,14/6/2023 11:12:45,14/6/2023 11:30:47,,,,,41.9900,-87.6700,41.9900,-87.6700,member,0:18:02,4
91F12414CE9AC787,electric_bike,6/6/2023 18:05:06,6/6/2023 18:23:19,,,,,41.9500,-87.6800,41.9200,-87.6300,member,0:18:13,3
0A33F2B9760FDB08,electric_bike,18/6/2023 16:46:10,18/6/2023 17:04:22,,,,,41.8800,-87.6300,41.9100,-87.6700,member,0:18:12,1
FBAD2E46F1454A9C,electric_bike,13/6/2023 20:26:53,13/6/2023 20:30:02,,,,,41.9300,-87.6500,41.9300,-87.6500,member,0:03:09,3
078F54C9859642E1,electric_bike,14/6/2023 0:21:44,14/6/2023 0:24:39,,,,,41.9400,-87.6500,41.9400,-87.6500,member,0:02:55,4
1EF78B465496EF7B,electric_bike,14/6/2023 16:08:55,14/6/2023 16:11:43,,,,,41.9400,-87.6500,41.9400,-87.6500,member,0:02:48,4
AC2CECC3D38FBB6F,electric_bike,4/6/2023 16:08:22,4/6/2023 16:12:26,,,,,41.9400,-87.6600,41.9400,-87.6600,member,0:04:04,1
BABD884382D018B7,electric_bike,4/6/2023 16:15:38,4/6/2023 16:32:14,,,,,41.9400,-87.6600,41.9100,-87.6400,member,0:16:36,1
BE9355D987D363F8,electric_bike,8/6/2023 18:36:20,8/6/2023 18:41:23,,,,,41.9100,-87.6500,41.9100,-87.6300,member,0:05:03,5
FCD0868280A69270,electric_bike,8/6/2023 17:15:34,8/6/2023 17:32:05,,,,,41.8900,-87.6300,41.9100,-87.6200,member,0:16:31,5
F032071C91120051,electric_bike,11/6/2023 12:58:55,11/6/2023 13:11:38,,,,,41.7000,-87.6600,41.7100,-87.6700,member,0:12:43,1
8B8EF84425B6DFBF,electric_bike,11/6/2023 16:51:13,11/6/2023 17:10:36,,,,,41.9400,-87.6500,41.9200,-87.6800,member,0:19:23,1
E393BD4121996D28,electric_bike,9/6/2023 17:42:08,9/6/2023 17:45:53,,,,,41.9500,-87.6500,41.9400,-87.6500,member,0:03:45,6
E34D62A5C2503B03,electric_bike,9/6/2023 6:14:35,9/6/2023 6:23:02,,,,,41.9000,-87.6800,41.9300,-87.6800,member,0:08:27,6
701224736CF2B465,electric_bike,9/6/2023 8:21:02,9/6/2023 8:28:41,,,,,41.9300,-87.6800,41.9000,-87.6800,member,0:07:39,6
CF9F2E2274FB2356,electric_bike,2/6/2023 18:23:35,2/6/2023 18:37:23,,,,,41.8800,-87.6500,41.9100,-87.6300,member,0:13:48,6
3DAA99DD1C7C00BE,electric_bike,19/6/2023 16:08:42,19/6/2023 16:11:31,,,,,41.9000,-87.6700,41.9000,-87.6700,member,0:02:49,2
732F4842B7D3FE98,electric_bike,4/6/2023 11:20:41,4/6/2023 11:33:14,,,,,41.9300,-87.7100,41.9200,-87.7300,member,0:12:33,1
8DB4EE9EA160B9FD,electric_bike,29/6/2023 21:05:19,29/6/2023 21:10:45,,,,,42.0000,-87.7000,42.0000,-87.6900,member,0:05:26,5
B8A194D31FBB52C8,electric_bike,7/6/2023 18:10:41,7/6/2023 18:28:46,,,,,41.9400,-87.6400,41.9600,-87.6400,member,0:18:05,4
0F2A62EB1002DE50,electric_bike,7/6/2023 18:46:33,7/6/2023 18:51:10,,,,,41.9100,-87.6400,41.9200,-87.6400,member,0:04:37,4
DF475C5155C0EE43,electric_bike,6/6/2023 20:39:53,6/6/2023 20:42:58,,,,,41.8000,-87.5900,41.8000,-87.5900,member,0:03:05,3
E061EC0E4E9504D4,electric_bike,7/6/2023 16:57:25,7/6/2023 17:00:13,,,,,41.8000,-87.5900,41.8000,-87.5900,member,0:02:48,4
94C057CCCC7EF742,electric_bike,28/6/2023 6:02:27,28/6/2023 6:12:25,,,,,41.8000,-87.5900,41.7900,-87.6000,member,0:09:58,4
253EED5A6D516B03,electric_bike,28/6/2023 8:39:40,28/6/2023 8:48:53,,,,,41.9200,-87.6300,41.9400,-87.6400,member,0:09:13,4
2826E5D0AB4DB637,electric_bike,28/6/2023 11:39:35,28/6/2023 11:46:17,,,,,41.9100,-87.7200,41.9300,-87.7200,member,0:06:42,4
CA50C8A77771C599,electric_bike,28/6/2023 3:37:54,28/6/2023 3:53:56,,,,,41.9400,-87.6500,41.9900,-87.6800,member,0:16:02,4
CA0EC87726CEB834,electric_bike,27/6/2023 21:26:40,27/6/2023 21:26:49,,,,,41.9900,-87.6800,41.9900,-87.6800,member,0:00:09,3
3E14E3FD93885FEF,electric_bike,28/6/2023 12:44:18,28/6/2023 12:54:23,,,,,41.9400,-87.6900,41.9400,-87.6900,member,0:10:05,4
E92935C47EBC14DB,electric_bike,28/6/2023 17:06:43,28/6/2023 17:28:00,,,,,41.9400,-87.6900,41.8800,-87.6400,member,0:21:17,4
1D55FB96165A9178,electric_bike,28/6/2023 17:05:59,28/6/2023 17:06:29,,,,,41.9400,-87.6900,41.9400,-87.6900,member,0:00:30,4
F7D6CEC77FC83729,electric_bike,28/6/2023 13:24:55,28/6/2023 13:27:27,,,,,41.9400,-87.6900,41.9400,-87.6900,member,0:02:32,4
DEFC66E7B7704E31,electric_bike,26/6/2023 21:30:37,26/6/2023 21:43:48,,,,,41.9100,-87.6900,41.9000,-87.6900,member,0:13:11,2
D3CDB28CD95FD7FF,electric_bike,27/6/2023 13:31:36,27/6/2023 13:53:36,,,,,41.9400,-87.6400,41.8900,-87.6200,member,0:22:00,3
E32AF16B61FF8340,electric_bike,16/6/2023 19:00:11,16/6/2023 19:06:00,,,,,41.8000,-87.5900,41.8000,-87.5800,member,0:05:49,6
FA9BBE5497E2C530,electric_bike,4/6/2023 20:35:39,4/6/2023 20:35:53,,,,,41.8500,-87.6400,41.8500,-87.6400,member,0:00:14,1
C35BD4AE5D353B72,electric_bike,27/6/2023 11:48:10,27/6/2023 11:54:45,,,,,41.9400,-87.7400,41.9400,-87.7400,member,0:06:35,3
3F984B9CDEBD811E,electric_bike,27/6/2023 18:18:46,27/6/2023 18:19:54,,,,,41.8000,-87.6000,41.8000,-87.6000,member,0:01:08,3
ADF66923E80B20CA,electric_bike,27/6/2023 14:53:12,27/6/2023 14:56:31,,,,,41.8900,-87.6300,41.8800,-87.6300,member,0:03:19,3
A7197CE1FE7D38A6,electric_bike,15/6/2023 16:37:39,15/6/2023 17:01:05,,,,,41.9400,-87.6400,41.9400,-87.6400,member,0:23:26,5
C01CD4C429067839,electric_bike,15/6/2023 18:59:04,15/6/2023 19:13:24,,,,,41.9000,-87.6300,41.9400,-87.6400,member,0:14:20,5
98F1FE97B30CB3FD,electric_bike,16/6/2023 15:09:17,16/6/2023 15:23:24,,,,,41.8800,-87.6300,41.8900,-87.6200,member,0:14:07,6
8ACB34D524632A2E,electric_bike,16/6/2023 10:53:38,16/6/2023 12:47:48,,,,,41.8800,-87.6400,41.8800,-87.6300,member,1:54:10,6
7C638115AF5D4A76,electric_bike,23/6/2023 9:49:52,23/6/2023 10:31:26,,,,,41.8600,-87.6500,41.7800,-87.5900,member,0:41:34,6
93948D052F59C399,electric_bike,26/6/2023 17:49:59,26/6/2023 17:53:54,,,,,41.9200,-87.6500,41.9200,-87.6500,member,0:03:55,2
821160A717276C5F,electric_bike,21/6/2023 20:21:10,21/6/2023 20:30:00,,,,,41.9100,-87.6300,41.8900,-87.6300,member,0:08:50,4
57A342168B5299F0,electric_bike,22/6/2023 14:20:47,22/6/2023 14:41:12,,,,,41.9300,-87.6500,41.8900,-87.6400,member,0:20:25,5
C86BB3A91CB89108,electric_bike,21/6/2023 20:20:53,21/6/2023 20:45:00,,,,,41.9100,-87.6300,41.9500,-87.6500,member,0:24:07,4
F93945DEA0B8135D,electric_bike,24/6/2023 19:29:27,24/6/2023 19:36:21,,,,,41.9400,-87.6500,41.9300,-87.6600,member,0:06:54,7
86EB3B2B863A6CEA,electric_bike,14/6/2023 17:27:35,14/6/2023 17:29:51,,,,,41.8000,-87.5900,41.7900,-87.5900,member,0:02:16,4
334BE3387BAE58CF,electric_bike,23/6/2023 10:17:56,23/6/2023 10:39:57,,,,,41.8000,-87.6000,41.7900,-87.5900,member,0:22:01,6
E94D08687FC3F90C,electric_bike,23/6/2023 11:23:34,23/6/2023 11:32:42,,,,,41.7900,-87.5900,41.8000,-87.5900,member,0:09:08,6
F0E103AC14AD9A16,electric_bike,23/6/2023 11:42:41,23/6/2023 11:59:39,,,,,41.8000,-87.5900,41.8000,-87.6000,member,0:16:58,6
89B947576850FE5A,electric_bike,10/6/2023 19:15:07,10/6/2023 19:20:18,,,,,41.9400,-87.6400,41.9500,-87.6400,casual,0:05:11,7
85A2D025C600DFEA,electric_bike,4/6/2023 0:47:28,4/6/2023 0:47:55,,,,,41.9500,-87.6700,41.9500,-87.6700,member,0:00:27,1
2AFB961F8C6A47FC,electric_bike,4/6/2023 0:44:43,4/6/2023 0:47:06,,,,,41.9500,-87.6700,41.9500,-87.6700,member,0:02:23,1
49637203A6AED65F,electric_bike,25/6/2023 0:31:31,25/6/2023 0:42:55,,,,,41.9500,-87.6500,41.9300,-87.6400,member,0:11:24,1
8B82624933BF86D8,electric_bike,25/6/2023 14:59:39,25/6/2023 15:15:46,,,,,41.9500,-87.6500,41.9600,-87.6900,member,0:16:07,1
F8BE6CFC0DA9F910,electric_bike,25/6/2023 9:39:48,25/6/2023 9:47:00,,,,,41.8900,-87.6300,41.9100,-87.6300,member,0:07:12,1
EAFBF2F1B7E3B5DB,electric_bike,25/6/2023 1:15:27,25/6/2023 1:18:06,,,,,41.8900,-87.6400,41.8900,-87.6300,member,0:02:39,1
41680F35CB65DA9A,electric_bike,7/6/2023 18:49:57,7/6/2023 18:57:18,,,,,41.7900,-87.6000,41.8000,-87.5900,member,0:07:21,4
32A2E16AFD7F018F,electric_bike,22/6/2023 8:51:51,22/6/2023 8:52:36,,,,,41.9300,-87.6400,41.9300,-87.6400,member,0:00:45,5
EFA705AA2A6EA689,electric_bike,22/6/2023 12:10:24,22/6/2023 12:18:32,,,,,41.7900,-87.6000,41.8000,-87.5900,member,0:08:08,5
BCF6BF29C0BD4D5D,electric_bike,29/6/2023 3:42:11,29/6/2023 3:45:09,,,,,41.8000,-87.5900,41.8000,-87.6000,member,0:02:58,5
9D9313D41162F55E,electric_bike,30/6/2023 20:08:12,30/6/2023 20:10:38,,,,,41.9400,-87.6500,41.9400,-87.6500,member,0:02:26,6
68049E3E14779953,electric_bike,30/6/2023 21:22:16,30/6/2023 21:53:22,,,,,42.0100,-87.6900,42.0100,-87.6600,member,0:31:06,6
C10313ADEBC5A814,electric_bike,30/6/2023 22:26:57,30/6/2023 22:34:47,,,,,42.0100,-87.6600,42.0000,-87.6600,member,0:07:50,6
1FF2AF45BCE38FDD,electric_bike,30/6/2023 20:54:21,30/6/2023 21:11:09,,,,,41.9300,-87.6400,41.9000,-87.6700,member,0:16:48,6
A76D6E7BE56F7C1E,electric_bike,10/6/2023 18:40:34,10/6/2023 18:51:12,,,,,41.9200,-87.6300,41.9300,-87.6300,casual,0:10:38,7
C26EFE3A656A44AD,electric_bike,10/6/2023 17:21:52,10/6/2023 17:44:32,,,,,41.9500,-87.6400,41.9200,-87.6300,casual,0:22:40,7
8D7685A89AFF37C6,electric_bike,10/6/2023 16:22:50,10/6/2023 16:22:53,,,,,41.9300,-87.6600,41.9300,-87.6600,member,0:00:03,7
D098502930A79319,electric_bike,10/6/2023 16:23:03,10/6/2023 16:27:05,,,,,41.9300,-87.6600,41.9400,-87.6700,member,0:04:02,7
96675B5B9609C42A,electric_bike,9/6/2023 21:13:21,9/6/2023 21:23:54,,,,,41.9600,-87.6600,41.9800,-87.6800,member,0:10:33,6
34AD3D4D19FB375B,electric_bike,9/6/2023 19:10:17,9/6/2023 19:16:09,,,,,41.9300,-87.6500,41.9400,-87.6600,member,0:05:52,6
1D12B8F608CB3FEB,electric_bike,9/6/2023 18:17:56,9/6/2023 18:24:32,,,,,41.9400,-87.6500,41.9300,-87.6500,member,0:06:36,6
F8FDFDE2E4CD39DF,electric_bike,8/6/2023 21:50:22,8/6/2023 22:10:49,,,,,41.9500,-87.6500,41.9000,-87.6300,member,0:20:27,5
903E1891234938DC,electric_bike,7/6/2023 12:17:14,7/6/2023 13:24:43,,,,,41.7900,-87.5900,41.7900,-87.5900,member,1:07:29,4
7A5316AAFAC5F915,electric_bike,7/6/2023 13:30:33,7/6/2023 14:30:36,,,,,41.7900,-87.5900,41.8000,-87.5900,member,1:00:03,4
BB74973DA650EDEB,electric_bike,17/6/2023 16:24:41,17/6/2023 16:40:10,,,,,41.9500,-87.6500,41.9500,-87.6500,member,0:15:29,7
6700E3D74898D953,electric_bike,17/6/2023 18:18:56,17/6/2023 18:19:43,,,,,41.8800,-87.6300,41.8800,-87.6300,member,0:00:47,7
45BBC80D25F22971,electric_bike,17/6/2023 16:00:34,17/6/2023 16:04:41,,,,,41.9600,-87.6400,41.9700,-87.6500,member,0:04:07,7
24F70DAE8A337491,electric_bike,1/6/2023 16:19:45,1/6/2023 19:39:49,,,,,41.8900,-87.6200,41.8800,-87.6500,member,3:20:04,5
E326B6F0A6D8BF44,electric_bike,27/6/2023 17:42:55,27/6/2023 18:46:12,,,,,41.9400,-87.6900,41.8500,-87.6300,member,1:03:17,3
1836450AACBA3C9D,electric_bike,26/6/2023 22:20:23,26/6/2023 22:20:55,,,,,41.8700,-87.6300,41.8700,-87.6300,member,0:00:32,2
7D25022E8A825AF8,electric_bike,26/6/2023 22:15:20,26/6/2023 22:19:55,,,,,41.8700,-87.6300,41.8700,-87.6300,member,0:04:35,2
4E5C73913BACF2EF,electric_bike,27/6/2023 18:26:54,27/6/2023 18:34:07,,,,,41.9100,-87.6400,41.9000,-87.6300,member,0:07:13,3
800A2C86BB18686F,electric_bike,22/6/2023 18:50:37,22/6/2023 18:50:49,,,,,41.9500,-87.6500,41.9500,-87.6500,member,0:00:12,5
94B3E331E4550120,electric_bike,22/6/2023 18:51:13,22/6/2023 18:59:27,,,,,41.9500,-87.6500,41.9500,-87.6700,member,0:08:14,5
28E0D4994A0EFDFB,electric_bike,30/6/2023 19:47:11,30/6/2023 20:30:36,,,,,41.8700,-87.6200,41.8700,-87.6300,member,0:43:25,6
9077457B9D879EC2,electric_bike,30/6/2023 20:19:09,30/6/2023 20:33:48,,,,,41.9300,-87.7200,41.9400,-87.6900,member,0:14:39,6
FFEC9C838C060E4D,electric_bike,29/6/2023 10:20:59,29/6/2023 10:27:50,,,,,41.9400,-87.6500,41.9400,-87.6600,member,0:06:51,5
461519C869D54FE7,electric_bike,30/6/2023 22:09:55,30/6/2023 22:36:00,,,,,41.8900,-87.6500,41.9700,-87.6500,member,0:26:05,6
98EAD06CF60B652C,electric_bike,20/6/2023 8:58:57,20/6/2023 9:08:10,,,,,41.9100,-87.7000,41.9200,-87.6900,member,0:09:13,3
86457943EFAAE672,electric_bike,25/6/2023 22:48:48,25/6/2023 23:06:48,,,,,41.9500,-87.6500,41.9800,-87.6600,member,0:18:00,1
